gene_symbol,human_gene_id,ensembl_gene_id,uniprot_id,synonyms,description,curated_gene_list,curation_evidence,sub_mito_location,pathways,targetp_score,mito_domain_score,coexpression_gnf_n50_score,pgc_induction_score,yeast_mito_homolog_score,rickettsia_homolog_score,msms_score
TRIT1,54802,ENSG00000043514,Q9H3H1,COXPD35|GRO1|IPPT|IPT|IPTase|MOD5|hGRO1,tRNA isopentenyltransferase 1,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,3.0,SharedDomain,6.0,,HomologMitoHighConf,Ortholog,0-25ambig
CRLS1,54675,ENSG00000088766,Q9UJA2,C20orf155|CLS|CLS1|GCD10|dJ967N21.6,cardiolipin synthase 1,curated,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",MIM,Metabolism > Lipid metabolism > Cardiolipin synthesis,2.0,SharedDomain,20.0,,HomologMitoHighConf,Homolog,
GLYCTK,132158,ENSG00000168237,Q8IVS8,HBEBP2|HBEBP4|HBeAgBP4A,glycerate kinase,curated,"targetP signal+, coexpression, MS/MS+",Matrix,Metabolism > Carbohydrate metabolism,1.0,,12.0,,NoMitoHomolog,NoHomolog,25-50pure
SLC25A32,81034,ENSG00000164933,Q9H2D1,MFT|MFTC|RREI,solute carrier family 25 member 32,curated,"literature, targetP signal, yeast mito homolog+, mito protein domain+",MIM,Metabolism > Vitamin metabolism > Vitamin B2 metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,3.0,MitoDomain,3.0,,OrthologMitoLowConf,NoHomolog,0-25ambig
AARS2,57505,ENSG00000124608,Q5JTZ9,AARSL|COXPD8|LKENP|MT-ALARS|MTALARS,"alanyl-tRNA synthetase 2, mitochondrial",curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,1.0,SharedDomain,3.0,,HomologMitoLowConf,Homolog,25-50ambig
EXOG,9941,ENSG00000157036,Q9Y2C4,ENDOGL1|ENDOGL2|ENGL|ENGL-a|ENGL-b|ENGLA|ENGLB,exo/endonuclease G,curated,"APEX_IMS, targetP signal, mito protein domain, MS/MS++",MIM,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,2.0,SharedDomain,4.0,,HomologMitoLowConf,NoHomolog,50-75pure
CHCHD2,51142,ENSG00000106153,Q9Y6H1,C7orf17|MIX17B|MNRR1|NS2TP|PARK22,coiled-coil-helix-coiled-coil-helix domain containing 2,curated,"APEX_IMS, targetP signal, yeast mito homolog+, mito protein domain, coexpression",IMS,Mitochondrial dynamics and surveillance > Apoptosis,2.0,SharedDomain,25.0,,OrthologMitoLowConf,NoHomolog,
KMO,8564,ENSG00000117009,O15229,dJ317G22.1,kynurenine 3-monooxygenase,curated,"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",MOM,Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,,SharedDomain,3.0,,HomologMitoHighConf,Homolog,50-75pure
SFXN5,94097,ENSG00000144040,Q8TD22,BBG-TCC|SLC56A5,sideroflexin 5,curated,"literature, mito protein domain+, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins,,MitoDomain,2.0,,HomologMitoLowConf,NoHomolog,50-75pure
ELAC2,60528,ENSG00000006744,Q9BQ52,COXPD17|ELC2|HPC2,elaC ribonuclease Z 2,curated,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,2.0,SharedDomain,4.0,,HomologMitoLowConf,Ortholog,25-50ambig
GPX1,2876,ENSG00000233276,P07203,GPXD|GSHPX1,glutathione peroxidase 1,curated,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,3.0,SharedDomain,11.0,,HomologMitoLowConf,NoHomolog,75-100ambig
CPT1B,1375,ENSG00000205560,Q92523,CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1,carnitine palmitoyltransferase 1B,curated,"literature, yeast mito homolog+, mito protein domain, MS/MS++",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle,,SharedDomain,,,OrthologMitoLowConf,NoHomolog,50-75pure
FIS1,51024,ENSG00000214253,Q9Y3D6,CGI-135|TTC11,"fission, mitochondrial 1",curated,"literature, yeast mito homolog++, mito protein domain+",MOM,Mitochondrial dynamics and surveillance > Fission,,MitoDomain,1.0,,OrthologMitoHighConf,NoHomolog,75-100crude
PRELID1,27166,ENSG00000169230,Q9Y255,CGI-106|PRELI|PX19|SBBI12,PRELI domain containing 1,curated,"literature, APEX_IMS, GFP, targetP signal, yeast mito homolog++, mito protein domain+",IMS,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,3.0,MitoDomain,,,OrthologMitoHighConf,NoHomolog,
UCP3,7352,ENSG00000175564,P55916,SLC25A9,uncoupling protein 3,curated,"literature, yeast mito homolog+, mito protein domain+, MS/MS",MIM,Small molecule transport > SLC25A family,,MitoDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig
SLC25A27,9481,ENSG00000153291,O95847,UCP4,solute carrier family 25 member 27,curated,"literature, yeast mito homolog+, mito protein domain+, MS/MS",MIM,Small molecule transport > SLC25A family,,MitoDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig
SLC25A40,55972,ENSG00000075303,Q8TBP6,MCFP,solute carrier family 25 member 40,curated,"literature, yeast mito homolog+, mito protein domain+, MS/MS",MIM,Small molecule transport > SLC25A family,,MitoDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig
SLC25A23,79085,ENSG00000125648,Q9BV35,APC2|MCSC2|SCaMC-3,solute carrier family 25 member 23,curated,"literature, yeast mito homolog+, mito protein domain+, MS/MS",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,,MitoDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig
HEMK1,51409,ENSG00000114735,Q9Y5R4,HEMK|MPRMC|MTQ1,HemK methyltransferase family member 1,curated,"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+",Matrix,Mitochondrial central dogma > Translation > Translation factors,2.0,MitoDomain,4.0,,HomologMitoHighConf,Homolog,
SLC25A36,55186,ENSG00000114120,Q96CQ1,PNC2,solute carrier family 25 member 36,curated,"GFP, yeast mito homolog+, mito protein domain+, coexpression",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,,MitoDomain,8.0,,OrthologMitoLowConf,NoHomolog,0-25ambig
OMA1,115209,ENSG00000162600,Q96E52,2010001O09Rik|DAB1|MPRP-1|MPRP1|YKR087C|ZMPOMA1|peptidase,OMA1 zinc metallopeptidase,curated,"APEX_IMS, GFP, targetP signal+, yeast mito homolog++, coexpression",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission",1.0,NonMitoDomain,8.0,,OrthologMitoHighConf,NoHomolog,0-25ambig
LETM2,137994,ENSG00000165046,Q2VYF4,SLC55A2,leucine zipper and EF-hand containing transmembrane protein 2,curated,"targetP signal, yeast mito homolog+, mito protein domain+",MIM,0,2.0,MitoDomain,0.0,,OrthologMitoLowConf,NoHomolog,
DHRS1,115817,ENSG00000157379|ENSG00000284868,Q96LJ7,SDR19C1,dehydrogenase/reductase 1,curated,"Rickettsial homolog, mito protein domain, MS/MS++",MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",5.0,SharedDomain,2.0,0.39,NoMitoHomolog,Homolog,75-100pure
STOM,2040,ENSG00000148175,P27105,BND7|EPB7|EPB72,stomatin,curated,"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS",Membrane,0,,SharedDomain,1.0,-0.75,OrthologMitoLowConf,Homolog,50-75ambig
METTL5,29081,ENSG00000138382,Q9NRN9,HSPC133|MRT72,methyltransferase like 5,curated,"Rickettsial homolog, mito protein domain+, induction, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,,MitoDomain,8.0,1.01,NoMitoHomolog,Ortholog,
MSRA,4482,ENSG00000175806|ENSG00000285250,Q9UJ68,PMSR,methionine sulfoxide reductase A,curated,"mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,5.0,SharedDomain,11.0,,NoMitoHomolog,NoHomolog,50-75pure
NUDT8,254552,ENSG00000167799,Q8WV74,-,nudix hydrolase 8,curated,"APEX_matrix, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Metals and cofactors > Coenzyme A metabolism,5.0,SharedDomain,12.0,,NoMitoHomolog,NoHomolog,50-75pure
NMNAT3,349565,ENSG00000163864,Q96T66,FKSG76|PNAT-3|PNAT3,nicotinamide nucleotide adenylyltransferase 3,curated,"literature, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,5.0,SharedDomain,12.0,,NoMitoHomolog,NoHomolog,50-75pure
SLC25A38,54977,ENSG00000144659,Q96DW6,SIDBA2,solute carrier family 25 member 38,curated,"yeast mito homolog++, mito protein domain+, coexpression",MIM,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,,MitoDomain,5.0,,OrthologMitoHighConf,NoHomolog,
MPV17L2,84769,ENSG00000254858,Q567V2,FKSG24,MPV17 mitochondrial inner membrane protein like 2,curated,"GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression",MIM,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,3.0,SharedDomain,13.0,,OrthologMitoLowConf,NoHomolog,0-25ambig
ACLY,47,ENSG00000131473,P53396,ACL|ATPCL|CLATP,ATP citrate lyase,curated,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,,SharedDomain,10.0,,OrthologMitoLowConf,Homolog,25-50crude
ABCD2,225,ENSG00000173208,Q9UBJ2,ABC39|ALDL1|ALDR|ALDRP|hALDR,ATP binding cassette subfamily D member 2,curated,"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Membrane,Small molecule transport > ABC transporters,3.0,SharedDomain,5.0,,NoMitoHomolog,Homolog,25-50pure
FLAD1,80308,ENSG00000160688,Q8NFF5,FAD1|FADS|LSMFLAD|PP591,flavin adenine dinucleotide synthetase 1,curated,"APEX_matrix, targetP signal, mito protein domain, induction, coexpression",Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,2.0,SharedDomain,22.0,0.52,NoMitoHomolog,NoHomolog,0-25ambig
LIPT1,51601,ENSG00000144182,Q9Y234,LIPT1D,lipoyltransferase 1,curated,"GFP, yeast mito homolog++, mito protein domain, coexpression",Matrix,Metabolism > Lipid metabolism > Lipoate insertion,,SharedDomain,20.0,,OrthologMitoHighConf,NoHomolog,0-25ambig
DGLUCY,80017,ENSG00000133943,Q7Z3D6,C14orf159,D-glutamate cyclase,curated,"literature, APEX_matrix, targetP signal, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism,2.0,,5.0,,NoMitoHomolog,NoHomolog,50-75pure
PCK2,5106,ENSG00000100889|ENSG00000285241,Q16822,PEPCK|PEPCK-M|PEPCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",curated,"literature, targetP signal, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated,3.0,SharedDomain,6.0,,NoMitoHomolog,NoHomolog,50-75pure
NADK2,133686,ENSG00000152620,Q4G0N4,C5orf33|DECRD|MNADK|NADKD1,"NAD kinase 2, mitochondrial",curated,"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,3.0,SharedDomain,5.0,,NoMitoHomolog,NoHomolog,50-75pure
MPST,4357,ENSG00000128309,P25325,MST|TST2|TUM1,mercaptopyruvate sulfurtransferase,curated,"APEX_matrix, mito protein domain, coexpression, MS/MS++",MIM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,4.0,SharedDomain,5.0,,NoMitoHomolog,NoHomolog,75-100pure
NUDT13,25961,ENSG00000166321,Q86X67,-,nudix hydrolase 13,curated,"GFP, targetP signal, mito protein domain, induction, coexpression, MS/MS",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,3.0,SharedDomain,16.0,0.68,NoMitoHomolog,NoHomolog,25-50ambig
ACACA,31,ENSG00000275176|ENSG00000278540,Q13085,ACAC|ACACAD|ACC|ACC1|ACCA,acetyl-CoA carboxylase alpha,curated,"targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins,2.0,SharedDomain,11.0,,HomologMitoLowConf,Homolog,0-25ambig
ABAT,18,ENSG00000183044,P80404,GABA-AT|GABAT|NPD009,4-aminobutyrate aminotransferase,curated,"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++",Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins,2.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,75-100pure
HMGCS2,3158,ENSG00000134240,P54868,-,3-hydroxy-3-methylglutaryl-CoA synthase 2,curated,"literature, targetP signal, mito protein domain, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism,2.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,75-100pure
ALDH5A1,7915,ENSG00000112294,P51649,SSADH|SSDH,aldehyde dehydrogenase 5 family member A1,curated,"APEX_matrix, targetP signal, mito protein domain, MS/MS++",Matrix,Metabolism > Amino acid metabolism > GABA metabolism,2.0,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,75-100pure
CKMT1A,548596,ENSG00000223572,0,CKMT1|U-MtCK|mia-CK,"creatine kinase, mitochondrial 1A",curated,"literature, targetP signal, mito protein domain, MS/MS++",MIM,Metabolism > Nucleotide metabolism > Creatine metabolism,2.0,SharedDomain,1.0,,NoMitoHomolog,NoHomolog,75-100pure
PISD,23761,ENSG00000241878,Q9UG56,DJ858B16|LIBF|PSD|PSDC|PSSC|dJ858B16.2,phosphatidylserine decarboxylase,curated,"yeast mito homolog++, mito protein domain, MS/MS",MIM,Metabolism > Lipid metabolism > Phospholipid metabolism,4.0,SharedDomain,0.0,,OrthologMitoHighConf,NoHomolog,25-50ambig
NDUFB4,4710,ENSG00000065518,O95168,B15|CI-B15,NADH:ubiquinone oxidoreductase subunit B4,curated,"literature, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,,MitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure
UQCR11,10975,ENSG00000127540,O14957,0710008D09Rik|QCR10|UQCR,"ubiquinol-cytochrome c reductase, complex III subunit XI",curated,"literature, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,,MitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure
FAM136A,84908,ENSG00000035141,Q96C01,-,family with sequence similarity 136 member A,curated,"APEX_IMS, mito protein domain+, MS/MS++",IMS,0,,MitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure
TOMM5,401505,ENSG00000175768,Q8N4H5,C9orf105|Tom5|bA613M10.3,translocase of outer mitochondrial membrane 5,curated,"literature, mito protein domain+, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",,MitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure
HTRA2,27429,ENSG00000115317,O43464,MGCA8|OMI|PARK13|PRSS25,HtrA serine peptidase 2,curated,"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, MS/MS+",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",2.0,SharedDomain,4.0,-0.37,NoMitoHomolog,Homolog,25-50pure
NDUFA1,4694,ENSG00000125356,O15239,CI-MWFE|MC1DN12|MWFE|ZNF183,NADH:ubiquinone oxidoreductase subunit A1,curated,"literature, coexpression+, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,,,33.0,,NoMitoHomolog,NoHomolog,75-100pure
MT-CYB,4519,ENSG00000198727,P00156,MTCYB,cytochrome b,curated,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,,SharedDomain,,,OrthologMitoHighConf,Ortholog,0-25ambig
GUK1,2987,ENSG00000143774,Q16774,GMK,guanylate kinase 1,curated,"APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,3.0,NonMitoDomain,17.0,0.99,NoMitoHomolog,Homolog,50-75ambig
D2HGDH,728294,ENSG00000180902,Q8N465,D2HGD,D-2-hydroxyglutarate dehydrogenase,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain",Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,2.0,SharedDomain,,,OrthologMitoHighConf,NoHomolog,0-25ambig
OPA3,80207,ENSG00000125741,Q9H6K4,MGA3,outer mitochondrial membrane lipid metabolism regulator OPA3,curated,"literature, targetP signal, coexpression, MS/MS++",MOM,0,3.0,,17.0,,NoMitoHomolog,NoHomolog,50-75pure
AKR1B10,57016,ENSG00000198074,O60218,AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI,aldo-keto reductase family 1 member B10,curated,"induction, coexpression, MS/MS++",unknown,Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism,,NonMitoDomain,23.0,1.32,NoMitoHomolog,NoHomolog,75-100pure
PHYH,5264,ENSG00000107537,O14832,LN1|LNAP1|PAHX|PHYH1|RD,phytanoyl-CoA 2-hydroxylase,curated,"targetP signal, induction, MS/MS++",Matrix,Metabolism > Lipid metabolism,2.0,NonMitoDomain,1.0,3.1,NoMitoHomolog,NoHomolog,50-75pure
NDUFAF2,91942,ENSG00000164182,Q8N183,B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin,NADH:ubiquinone oxidoreductase complex assembly factor 2,curated,"literature, APEX_matrix, induction, coexpression, MS/MS++",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,,,8.0,0.65,NoMitoHomolog,NoHomolog,75-100pure
ECSIT,51295,ENSG00000130159,Q9BQ95,SITPEC,ECSIT signaling integrator,curated,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,3.0,SharedDomain,39.0,0.79,NoMitoHomolog,NoHomolog,0-25ambig
PARL,55486,ENSG00000175193|ENSG00000283765,Q9H300,PRO2207|PSARL|PSARL1|PSENIP2|RHBDS1,presenilin associated rhomboid like,curated,"literature, yeast mito homolog++, mito protein domain, MS/MS",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",5.0,SharedDomain,,,OrthologMitoHighConf,NoHomolog,25-50ambig
MRPL42,28977,ENSG00000198015,Q9Y6G3,HSPC204|L31MT|L42MT|MRP-L31|MRP-L42|MRP-S32|MRPL31|MRPS32|PTD007|RPML31|S32MT,mitochondrial ribosomal protein L42,curated,"APEX_matrix, GFP, mito protein domain+, induction, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,5.0,MitoDomain,,1.43,NoMitoHomolog,NoHomolog,25-50ambig
DNAJC4,3338,ENSG00000110011,Q9NNZ3,DANJC4|HSPF2|MCG18,DnaJ heat shock protein family (Hsp40) member C4,curated,"GFP, targetP signal+, Rickettsial homolog, mito protein domain, coexpression",Membrane,"Protein import, sorting and homeostasis > Protein homeostasis",1.0,SharedDomain,12.0,,NoMitoHomolog,Homolog,0-25crude
PAM16,51025,ENSG00000217930|ENSG00000282228,Q9Y3D7,CGI-136|MAGMAS|SMDMDM|TIM16|TIMM16,presequence translocase associated motor 16,curated,"literature, APEX_matrix, yeast mito homolog, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",4.0,,,,HomologMitoHighConf,NoHomolog,75-100pure
ALDH3A2,224,ENSG00000072210,P51648,ALDH10|FALDH|SLS,aldehyde dehydrogenase 3 family member A2,curated,"targetP signal+, mito protein domain, coexpression",Membrane,Metabolism > Detoxification > ROS and glutathione metabolism,1.0,SharedDomain,8.0,-0.34,HomologMitoLowConf,NoHomolog,50-75crude
ACSL6,23305,ENSG00000164398,Q9UKU0,ACS2|FACL6|LACS 6|LACS2|LACS5,acyl-CoA synthetase long chain family member 6,curated,"Rickettsial homolog, mito protein domain, MS/MS++",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation,,SharedDomain,2.0,-0.69,HomologMitoLowConf,Homolog,50-75pure
